#> asset:effect/0316.aurora_slash/tick/slash/base
#
#
#
# @within function asset:effect/0316.aurora_slash/tick/slash/1

# [ImportKey]: NobwRALgngDgpmAXGAxgSwE4oDYIDRgCuhaAJkmAKymmUoCMDAtAEwDsAhgJxMAs9pAMxMAHADMuABiYc47AS1JwRXNmAIA7DgFsEyQGGKAAnrqwMDhh0BnJOBQB7QhohIRlAijjO4GW2ABuHNiEeuAAHkiSBFCRAL6xBJakaIQ2iCwAdCIEVhAWLohRYHDY2GgwVnoi2WAY9nkQekVoVgCipeWVrQCOhEHYUADK5p7kiGJBlfF44NDwFOhYuKbEZBSCAGxSkiIb9Ew0G2x8LJ6ipBOsR2y8AEYctygoklymWroURiym5pbaaXZHM5XEVPN5fIhwIFgqEwBFCtE4glahxkqkkJl3GBcvlIgQSmUKlUanUGk0CC12oSur1+kMRnAxhNsFMErNYHpUJgcPgiCQxmBxIJbmJ6HAeCJJHQ+IIRLdRKiNkwJrwOGxGVLKBxBG8dJyjDqCL9rH4HE4CmwsWDGhCoUEQn54UUYoVpii0WlMiwcnkMAUigTOsTEvUOI08WBKR0iT0+qV6RxRkhmayALpAA_3
# 円 1
2.7957,0,0.13653
2.77661,0,0.31785
2.74235,0,0.49744
2.69311,0,0.67431
2.62917,0,0.84749
2.55086,0,1.01605
2.45863,0,1.17905
2.35296,0,1.33562
2.23445,0,1.48489
2.10373,0,1.62605
1.96152,0,1.75834
1.8086,0,1.88101
1.6458,0,1.99342
1.47401,0,2.09494
1.29417,0,2.18501
1.10726,0,2.26315
0.91431,0,2.32893
0.71636,0,2.38199
0.5145,0,2.42205
0.30983,0,2.44887
0.10346,0,2.46232
-0.10346,0,2.46232
-0.30983,0,2.44887
-0.5145,0,2.42205
-0.71636,0,2.38199
-0.91431,0,2.32893
-1.10726,0,2.26315
-1.29417,0,2.18501
-1.47401,0,2.09494
-1.6458,0,1.99342
-1.8086,0,1.88101
-1.96152,0,1.75834
-2.10373,0,1.62605
-2.23445,0,1.48489
-2.35296,0,1.33562
-2.45863,0,1.17905
-2.55086,0,1.01605
-2.62917,0,0.84749
-2.69311,0,0.67431
-2.74235,0,0.49744
-2.77661,0,0.31785
-2.7957,0,0.13653
# 円 2
2.5,0,0
2.49229,0,0.17261
2.46922,0,0.34416
2.43092,0,0.51358
2.37764,0,0.67984
2.3097,0,0.8419
2.22752,0,0.99878
2.1316,0,1.1495
2.02254,0,1.29313
1.90101,0,1.42879
1.76777,0,1.55563
1.62362,0,1.67289
1.46946,0,1.77984
1.30625,0,1.87581
1.13498,0,1.96021
0.95671,0,2.03253
0.77254,0,2.09232
0.58361,0,2.13921
0.39109,0,2.17291
0.19615,0,2.19322
0,0,2.2
-0.19615,0,2.19322
-0.39109,0,2.17291
-0.58361,0,2.13921
-0.77254,0,2.09232
-0.95671,0,2.03253
-1.13498,0,1.96021
-1.30625,0,1.87581
-1.46946,0,1.77984
-1.62362,0,1.67289
-1.76777,0,1.55563
-1.90101,0,1.42879
-2.02254,0,1.29313
-2.1316,0,1.1495
-2.22752,0,0.99878
-2.3097,0,0.8419
-2.37764,0,0.67984
-2.43092,0,0.51358
-2.46922,0,0.34416
-2.49229,0,0.17261
-2.5,0,0
# 円 3
2.19952,0,0.04054
2.18795,0,0.20237
2.16103,0,0.36277
2.11896,0,0.52063
2.06202,0,0.67484
1.99062,0,0.82431
1.90526,0,0.968
1.80653,0,1.1049
1.69513,0,1.23405
1.57184,0,1.35455
1.43753,0,1.46554
1.29313,0,1.56626
1.13966,0,1.65599
0.9782,0,1.7341
0.80987,0,1.80005
0.63587,0,1.85337
0.45741,0,1.89369
0.27573,0,1.92073
0.09213,0,1.9343
-0.09213,0,1.9343
-0.27573,0,1.92073
-0.45741,0,1.89369
-0.63587,0,1.85337
-0.80987,0,1.80005
-0.9782,0,1.7341
-1.13966,0,1.65599
-1.29313,0,1.56626
-1.43753,0,1.46554
-1.57184,0,1.35455
-1.69513,0,1.23405
-1.80653,0,1.1049
-1.90526,0,0.968
-1.99062,0,0.82431
-2.06202,0,0.67484
-2.11896,0,0.52063
-2.16103,0,0.36277
-2.18795,0,0.20237
-2.19952,0,0.04054
