# ファイル自体は未使用だけど演出の調整に必要だから無視してください

# [ImportKey]: NobwRALgngDgpmAXGANgSwHYIDRgK55oAmSYAjGUQCwCcAZnQEwC0jNAHAMbNVUDscZgCMAbCKrMAzJwCGYkXwAMAViUiwuDDIC2CZIC3fAARkNYGDIBOOgM5JwnAPZ4MEJGRG46Fh9rtgAbjIoeHrgAB5IjAB07LhQSMyKUWQAvim4EA5+gcGhYBGIrDFxCUmp6WAODNZwroiKuEJwAF5ocBaRUR5gaNYAQi1tFgCiAI54QShQAMrmnHAkiBAWIWnY4NDwpOhYpgTEpOySknR8NJzKzGTsfHw8ykQ0zDIynBKMZyJEnOyKImR-UxaXSkIxkZiOGDxXDmKzaWyIexOFxuWJgLw+bJBEJ+AqSKKMEqFJKMNaQLKIgLYvIFKQEomJAlkqp0Gp1BpgJqtdpIfF8XC9AbckbjSYzOYLJDLVbpDawPSoTA4fCERZgWhwa5UJrMIjKGhPfh0djMGjKZSKCGMOhURjKE4WshCIE6BVgiEOKGmWE2PyOZx1dyeby+Sk5HGUvH0sDxepRKhkzJY3K4hL4wkxpBJBMVFlsrONQY8xD4yQC-pFkUTFBTWavSVLFZwNIAXSAA_3
# 線 1
2.8,0,-0.1
2.48291,0,0.17771
2.14865,0,0.43445
1.79595,0,0.66515
1.42412,0,0.86345
1.03397,0,1.02254
0.62783,0,1.13446
0.2106,0,1.19234
-0.2106,0,1.19234
-0.62783,0,1.13446
-1.03397,0,1.02254
-1.42412,0,0.86345
-1.79595,0,0.66515
-2.14865,0,0.43445
-2.48291,0,0.17771
-2.8,0,-0.1
# 線 1-copy
3.2,0,-0.2
2.89857,0,0.1321
2.57977,0,0.44753
2.24164,0,0.74211
1.88204,0,1.00997
1.49948,0,1.24378
1.09353,0,1.43391
0.66641,0,1.56967
0.22402,0,1.64082
-0.22402,0,1.64082
-0.66641,0,1.56967
-1.09353,0,1.43391
-1.49948,0,1.24378
-1.88204,0,1.00997
-2.24164,0,0.74211
-2.57977,0,0.44753
-2.89857,0,0.1321
-3.2,0,-0.2
# 線 1-copy
3.2,0,0.4
2.84671,0,0.7442
2.47218,0,1.06511
2.07435,0,1.35656
1.65163,0,1.61044
1.20373,0,1.81649
0.73319,0,1.96329
0.2464,0,2.04019
-0.2464,0,2.04019
-0.73319,0,1.96329
-1.20373,0,1.81649
-1.65163,0,1.61044
-2.07435,0,1.35656
-2.47218,0,1.06511
-2.84671,0,0.7442
-3.2,0,0.4

# [ImportKey]: NobwRALgngDgpmAXGANgSwHYIDRgK55oAmSYAnAEwBGAhkXAOwAMAtA0QMYcsAsFAjPxYAOMgGYiLAGY8GceQFYFUscOFhcGGgFsEyQFu+AAiEcA9jCgszFjWBg0ATjoDOScGbwYISAbikPTbTcwADcaFDw9cAAPJDEAOjJcKCQWJniKAF9M3AhTYLCIqLBYxBYEpLAUsvSsnLBTKSlnOG9EJlwqOAAvNDgHJAV4nlw0ZwAhHr6HAFEARzxwlCgAZXsOOBJECAdI7IBdIA_3
# 線 1-copy-copy
3.9,0,-0.2
3.60458,0,0.19346
3.2934,0,0.57457
2.96416,0,0.94016
2.61464,0,1.28639
2.24204,0,1.60757
1.84386,0,1.89635
1.41828,0,2.14279
0.96551,0,2.33443
0.4896,0,2.45743
0,0,2.5
-0.4896,0,2.45743
-0.96551,0,2.33443
-1.41828,0,2.14279
-1.84386,0,1.89635
-2.24204,0,1.60757
-2.61464,0,1.28639
-2.96416,0,0.94016
-3.2934,0,0.57457
-3.60458,0,0.19346
-3.9,0,-0.2

# [ImportKey]: NobwRALgngDgpmAXGANgSwHYIDRgK55oAmSYA7EQAwAs1AjJQGwC0AnABzsBMz1RAzK2YAjAMZwizRly5FRRAIZwArP2rswuDAoC2CZIC3fAAR1mogPYwoZy1E1gYCgE66AzknAW8GCEi51cADMncx0PMAA3BRQ8fXAADyRqADouXDtESmS6AF8c3AhzcKiYuLBExF5U9KQs3Pywc0DA1zhfTNxhOAAvNDgnJGVk6lw0VwAhHr6nAFEARzxolCgAZUdxEkQIJ1i8gF0gA_3
# 線 1-copy-copy
4.2,0,0.1
3.87497,0,0.50171
3.53315,0,0.88922
3.17255,0,1.25928
2.79093,0,1.6076
2.38601,0,1.92846
1.9558,0,2.21442
1.49921,0,2.45589
1.01729,0,2.64143
0.51464,0,2.75937
0,0,2.8
-0.51464,0,2.75937
-1.01729,0,2.64143
-1.49921,0,2.45589
-1.9558,0,2.21442
-2.38601,0,1.92846
-2.79093,0,1.6076
-3.17255,0,1.25928
-3.53315,0,0.88922
-3.87497,0,0.50171
-4.2,0,0.1
